Código	Denominación	[A]	[B]	[B] VS [A]	
			jun-2025 Histórico	jun-2025 Histórico	
				VS	
				jun-2025 Proyectado	
		Monto	Monto	Monto	%
145810	CATEGORÍA A RIESGO NORMAL	-7.687.726	-115.206.597	-107.518.871	1398,58%
145820	CATEGORÍA B RIESGO ACEPTABLE	-2.236.271	-33.991.059	-31.754.788	1419,99%
145830	CATEGORÍA C RIESGO APRECIABLE	-2.687.117	-30.237.691	-27.550.574	1025,28%
145840	CATEGORÍA D RIESGO SIGNIFICATIVO	-8.256.826	-46.286.330	-38.029.504	460,58%
145850	CATEGORÍA E RIESGO DE INCOBRABILIDAD	-100.595.453	-3.471.586.549	-3.370.991.096	3351,04%
1459	DETERIORO INTERESES MICROCRÉDITO EMPRESARIAL (CR)	-3.539.564.690	-544.774.964	2.994.789.726	-84,61%
145905	CATEGORÍA A RIESGO NORMAL	0	-6.159.895	-6.159.895	100,00%
145910	CATEGORÍA B RIESGO ACEPTABLE	-2.028.805.916	-3.268.423	2.025.537.493	-99,84%
145915	CATEGORÍA C RIESGO APRECIABLE	-13.000.279	-3.469.020	9.531.259	-73,32%
145920	CATEGORÍA D RIESGO SIGNIFICATIVO	-20.824.780	-5.852.880	14.971.900	-71,89%
145925	CATEGORÍA E RIESGO DE INCOBRABILIDAD	-971.665.323	-424.279.525	547.385.797	-56,33%
145930	INTERESES DE CRÉDITOS CON PERIODOS DE GRACIA	-505.268.393	-101.745.221	403.523.172	-79,86%
1460	DETERIORO PAGOS POR CUENTA DE ASOCIADOS - MICROCRÉDITO EMPRESARIAL (CR)	-3.576.633.968	-57.392.718	3.519.241.250	-98,40%
146020	CATEGORÍA D RIESGO SIGNIFICATIVO	-9.111.537	-10.450	9.101.087	-99,89%
146025	CATEGORÍA E RIESGO DE INCOBRABILIDAD	-3.545.332.414	-57.382.268	3.487.950.146	-98,38%
146030	PAGOS POR CUENTA DE ASOCIADOS DE CRÉDITOS CON PERIODO DE GRACIA	-22.190.017	0	22.190.017	-100,00%
1462	CRÉDITOS COMERCIALES	28.708.856.960	20.136.201.631	-8.572.655.330	-29,86%
146205	CATEGORÍA A RIESGO NORMAL	26.954.745.800	17.591.412.424	-9.363.333.376	-34,74%
146210	CATEGORÍA B RIESGO ACEPTABLE	496.764.281	447.654.633	-49.109.648	-9,89%
146215	CATEGORÍA C RIESGO APRECIABLE	189.511.107	271.814.227	82.303.120	43,43%
146220	CATEGORÍA D RIESGO SIGNIFICATIVO	29.955.384	91.260.803	61.305.419	204,66%
146225	CATEGORÍA E RIESGO DE INCOBRABILIDAD	1.037.880.388	1.734.059.544	696.179.156	67,08%
1463	INTERESES CRÉDITOS COMERCIALES	1.248.199.764	880.634.788	-367.564.976	-29,45%
146305	CATEGORÍA A RIESGO NORMAL	674.664.417	506.732.435	-167.931.982	-24,89%
146310	CATEGORÍA B RIESGO ACEPTABLE	34.570.981	16.270.789	-18.300.192	-52,94%
146315	CATEGORÍA C RIESGO APRECIABLE	4.140.197	14.683.018	10.542.821	254,65%
146320	CATEGORÍA D RIESGO SIGNIFICATIVO	2.498.632	8.117.537	5.618.905	224,88%
146325	CATEGORÍA E RIESGO DE INCOBRABILIDAD	239.078.594	222.148.377	-16.930.217	-7,08%
146330	INTERESES DE CRÉDITOS CON PERIODOS DE GRACIA	293.246.944	112.682.632	-180.564.312	-61,57%
1464	PAGOS POR CUENTA DE ASOCIADOS -COMERCIAL	1.036.795.801	19.791.399	-1.017.004.402	-98,09%
146405	CATEGORÍA A RIESGO NORMAL	4.359.587	113.800	-4.245.787	-97,39%
146410	CATEGORÍA B RIESGO ACEPTABLE	1.301.648	0	-1.301.648	-100,00%
146420	CATEGORÍA D RIESGO SIGNIFICATIVO	1.301.648	0	-1.301.648	-100,00%
146425	CATEGORÍA E RIESGO DE INCOBRABILIDAD	1.016.804.436	19.677.599	-997.126.837	-98,06%
146430	PAGOS POR CUENTA DE ASOCIADOS DE CRÉDITOS CON PERIODO DE GRACIA	13.028.482	0	-13.028.482	-100,00%
1465	DETERIORO CRÉDITOS COMERCIALES (CR)	-901.437.725	-1.291.280.990	-389.843.265	43,25%
146510	CATEGORÍA A RIESGO NORMAL	0	-66.252.806	-66.252.806	100,00%
146520	CATEGORÍA B RIESGO ACEPTABLE	-2.757.772	-27.857.011	-25.099.239	910,13%
146530	CATEGORÍA C RIESGO APRECIABLE	-32.814.952	-29.853.306	2.961.646	-9,03%
146540	CATEGORÍA D RIESGO SIGNIFICATIVO	-18.146.148	-25.233.296	-7.087.148	39,06%
146550	CATEGORÍA E RIESGO DE INCOBRABILIDAD	-847.718.854	-1.142.084.571	-294.365.717	34,72%
1466	DETERIORO INTERESES CRÉDITOS COMERCIALES (CR)	-522.681.094	-260.840.536	261.840.558	-50,10%
146605	CATEGORÍA A RIESGO NORMAL	0	-2.321.430	-2.321.430	100,00%
146610	CATEGORÍA B RIESGO ACEPTABLE	0	-968.988	-968.988	100,00%
146615	CATEGORÍA C RIESGO APRECIABLE	-4.158.945	-2.045.427	2.113.518	-50,82%
146620	CATEGORÍA D RIESGO SIGNIFICATIVO	-455.470	-2.194.779	-1.739.309	381,87%
146625	CATEGORÍA E RIESGO DE INCOBRABILIDAD	-224.819.735	-134.888.998	89.930.737	-40,00%
146630	INTERESES DE CRÉDITOS CON PERIODOS DE GRACIA	-293.246.944	-118.420.914	174.826.030	-59,62%
1467	DETERIORO PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS COMERCIALES (CR)	-1.031.134.566	-15.982.406	1.015.152.160	-98,45%
146720	CATEGORÍA D RIESGO SIGNIFICATIVO	-1.301.648	0	1.301.648	-100,00%
146725	CATEGORÍA E RIESGO DE INCOBRABILIDAD	-1.016.804.436	-15.982.406	1.000.822.030	-98,43%
146730	PAGOS POR CUENTA DE ASOCIADOS DE CRÉDITOS CON PERIODO DE GRACIA	-13.028.482	0	13.028.482	-100,00%
1468	DETERIORO GENERAL DE CARTERA DE CRÉDITOS (CR)	-6.681.484.674	-6.396.584.121	284.900.553	-4,26%
146805	DETERIORO GENERAL DE CARTERA DE CRÉDITOS (CR)	-1.908.995.637	-1.827.595.466	81.400.171	-4,26%
146810	DETERIORO GENERAL ADICIONAL CARTERA DE CRÉDITOS (CR)	-4.772.489.037	-4.568.988.655	203.500.382	-4,26%
1476	CRÉDITOS PRODUCTIVOS	61.875.445.218	65.327.888.656	3.452.443.438	5,58%
147605	CATEGORÍA A RIESGO NORMAL	60.947.313.540	63.035.256.998	2.087.943.458	3,43%
147610	CATEGORÍA B RIESGO ACEPTABLE	479.287.199	404.692.465	-74.594.734	-15,56%
147615	CATEGORÍA C RIESGO APRECIABLE	105.845.809	146.330.473	40.484.664	38,25%
147620	CATEGORÍA D RIESGO SIGNIFICATIVO	130.585.044	129.574.541	-1.010.503	-0,77%
147625	CATEGORÍA E RIESGO DE INCOBRABILIDAD	212.413.627	1.612.034.179	1.399.620.552	658,91%
1477	INTERESES CRÉDITOS PRODUCTIVOS	37.077.767.188	2.850.196.651	-34.227.570.537	-92,31%
147705	CATEGORÍA A RIESGO NORMAL	4.077.143.828	2.568.123.005	-1.509.020.823	-37,01%
147710	CATEGORÍA B RIESGO ACEPTABLE	393.510.580	26.417.447	-367.093.133	-93,29%
147715	CATEGORÍA C RIESGO APRECIABLE	624.358.161	8.564.222	-615.793.939	-98,63%
147720	CATEGORÍA D RIESGO SIGNIFICATIVO	2.931.072.708	17.272.187	-2.913.800.521	-99,41%
147725	CATEGORÍA E RIESGO DE INCOBRABILIDAD	29.051.681.911	229.819.790	-28.821.862.121	-99,21%
1478	PAGOS POR CUENTA DE ASOCIADOS - CRÉDITOS PRODUCTIVOS	161.765.583	9.151.542	-152.614.041	-94,34%
147805	CATEGORÍA A RIESGO NORMAL	1.301.648	1.292.606	-9.042	-0,69%
147815	CATEGORÍA C RIESGO APRECIABLE	2.603.296	207.802	-2.395.494	-92,02%
147820	CATEGORÍA D RIESGO SIGNIFICATIVO	3.904.944	109.500	-3.795.444	-97,20%
147825	CATEGORÍA E RIESGO DE INCOBRABILIDAD	153.955.695	7.541.634	-146.414.061	-95,10%
1479	DETERIORO CRÉDITOS PRODUCTIVOS	-5.197.537.398	-1.917.117.221	3.280.420.177	-63,11%
147905	CATEGORÍA A RIESGO NORMAL	-2.922.321.799	-672.004.016	2.250.317.783	-77,00%
147910	CATEGORÍA B RIESGO ACEPTABLE	-108.900.375	-29.848.611	79.051.764	-72,59%
147915	CATEGORÍA C RIESGO APRECIABLE	-153.438.832	-23.587.960	129.850.872	-84,63%
147920	CATEGORÍA D RIESGO SIGNIFICATIVO	-473.254.832	-30.483.631	442.771.201	-93,56%
147925	CATEGORÍA E RIESGO DE INCOBRABILIDAD	-1.539.621.560	-1.161.193.003	378.428.557	-24,58%
1480	DETERIORO INTERESES CRÉDITOS PRODUCTIVOS	-63.369.229.393	-200.100.525	63.169.128.868	-99,68%
148005	CATEGORÍA A RIESGO NORMAL	0	-28.826.684	-28.826.684	100,00%
148010	CATEGORÍA B RIESGO ACEPTABLE	0	-2.084.055	-2.084.055	100,00%
148015	CATEGORÍA C RIESGO APRECIABLE	-419.019.595	-1.432.988	417.586.607	-99,66%
148020	CATEGORÍA D RIESGO SIGNIFICATIVO	-33.458.242.913	-3.482.631	33.454.760.282	-99,99%
148025	CATEGORÍA E RIESGO DE INCOBRABILIDAD	-29.491.966.884	-164.274.167	29.327.692.717	-99,44%
1481	DETERIORO PAGO POR CUENTA DE ASOCIADOS - CRÉDITOS DE CONSUMO (CR)	-160.463.935	-6.483.050	153.980.885	-95,96%
148115	CATEGORÍA C RIESGO APRECIABLE	-2.603.296	-39.124	2.564.172	-98,50%
148120	CATEGORÍA D RIESGO SIGNIFICATIVO	-3.904.944	-8.318	3.896.626	-99,79%
148125	CATEGORÍA E RIESGO DE INCOBRABILIDAD	-153.955.695	-6.435.608	147.520.087	-95,82%
16	CUENTAS POR COBRAR Y OTRAS	2.166.725.001	802.720.765	-1.364.004.236	-62,95%
1630	AVANCES Y ANTICIPOS ENTREGADOS	2.581.286.131	31.524.250	-2.549.761.881	-98,78%
163010	LABORALES	2.292.854.942	0	-2.292.854.942	-100,00%
163020	GASTOS DE VIAJE	2.862.061	11.441.300	8.579.239	299,76%
163095	OTROS	285.569.129	20.082.950	-265.486.179	-92,97%
1640	ACTIVOS POR IMPUESTOS CORRIENTES	43.179.142	79.687.387	36.508.245	84,55%
164010	RETENCIÓN EN LA FUENTE	23.721.510	61.842.212	38.120.702	160,70%
164015	IMPUESTO A LAS VENTAS RETENIDO	6.728.436	1.547.440	-5.180.996	-77,00%
164020	IMPUESTO DE INDUSTRIA Y COMERCIO RETENIDO	12.729.196	16.297.735	3.568.539	28,03%
1650	DEUDORES PATRONALES Y EMPRESAS	-964.026.593	0	964.026.593	-100,00%
165005	DESCUENTO DE NOMINA	-964.026.593	0	964.026.593	-100,00%
1655	RESPONSABILIDADES PENDIENTES	5.476.026	365.186	-5.110.840	-93,33%
165510	EMPLEADOS	5.476.026	365.186	-5.110.840	-93,33%
1660	OTRAS CUENTAS POR COBRAR	500.810.294	691.143.942	190.333.648	38,01%
166030	RECLAMOS A COMPAÑÍAS ASEGURADORAS	0	198.717	198.717	100,00%
166035	CUENTAS POR COBRAR DE TERCEROS	468.133.219	569.109.211	100.975.992	21,57%
166050	OTROS	55.785.783	149.308.192	93.522.409	167,65%
166099	DETERIORO OTRAS CUENTAS POR COBRAR (CR)	-23.108.708	-27.472.178	-4.363.470	18,88%
17	ACTIVOS MATERIALES	9.341.544.686	10.390.608.813	1.049.064.127	11,23%
1705	PROPIEDADES PLANTA Y EQUIPO	9.274.553.680	10.324.033.813	1.049.480.133	11,32%
170502	TERRENOS	1.329.349.093	1.222.948.000	-106.401.093	-8,00%
170504	EDIFICACIONES	8.064.131.884	9.340.598.739	1.276.466.855	15,83%
170505	MUEBLES Y EQUIPO DE OFICINA	1.762.696.101	1.747.775.358	-14.920.743	-0,85%
170520	EQUIPO DE CÓMPUTO Y COMUNICACIÓN	4.402.295.967	4.066.853.617	-335.442.350	-7,62%
170545	MAQUINARIA Y EQUIPO	1.022.352.392	1.018.833.711	-3.518.681	-0,34%
170560	BIENES DE FONDOS SOCIALES	7.546.865	7.500.000	-46.865	-0,62%
170591	BIENES RECIBIDOS EN PAGO	27.168.714	27.000.000	-168.714	-0,62%
170595	DEPRECIACIÓN AGOTAMIENTO PROPIEDAD PLANTA Y EQUIPO (CR)	-7.313.818.622	-7.080.475.612	233.343.010	-3,19%
170599	DETERIORO PROPIEDAD PLANTA Y EQUIPO (CR)	-27.168.714	-27.000.000	168.714	-0,62%
1715	PROPIEDADES DE INVERSIÓN MEDIDAS A VALOR RAZONABLE	66.991.006	66.575.000	-416.006	-0,62%
171505	TERRENOS	46.287.439	46.000.000	-287.439	-0,62%
171510	EDIFICACIONES	20.703.567	20.575.000	-128.567	-0,62%
19	OTROS ACTIVOS	422.012.121	813.852.860	391.840.739	92,85%
1904	SUCURSALES Y AGENCIAS	0	 	 	100,00%
190405	TRASLADO DE FONDOS	0	 	 	100,00%
190510	SEGUROS	0	99.072.886	99.072.886	100,00%
190515	ARRENDAMIENTOS	0	1.043.739.561	1.043.739.561	100,00%
190595	AMORTIZACIÓN ACUMULADA (CR)	0	-1.142.812.447	-1.142.812.447	100,00%
1910	ACTIVOS INTANGIBLES ADQUIRIDOS	422.012.121	813.852.860	391.840.739	92,85%
191025	LICENCIAS	2.468.746.590	3.091.244.768	622.498.178	25,22%
191095	AMORTIZACIÓN ACUMULADA (CR)	-2.046.734.469	-2.277.391.908	-230.657.439	11,27%
2	PASIVOS	174.018.534.851	173.209.640.432	-808.894.419	-0,46%
21	DEPÓSITOS	159.426.761.371	164.707.768.653	5.281.007.282	3,31%
2105	DEPÓSITOS DE AHORRO	87.134.790.050	88.630.014.111	1.495.224.061	1,72%
210505	ORDINARIOS ACTIVAS	75.612.335.160	84.630.992.343	9.018.657.183	11,93%
210510	ORDINARIOS INACTIVAS	11.522.454.889	3.999.021.768	-7.523.433.121	-65,29%
2110	CERTIFICADOS DEPÓSITOS DE AHORRO A TÉRMINO	69.390.747.143	73.172.569.031	3.781.821.888	5,45%
211005	EMITIDOS MENOS DE 6 MESES	64.076.272.248	35.906.357.663	-28.169.914.585	-43,96%
211010	EMITIDOS IGUAL A 6 MESES Y MENOR E IGUAL DE 12 MESES	3.555.466.730	35.632.203.062	32.076.736.332	902,18%
211015	EMITIDOS MAYOR A 12 MESES Y MENOR DE 18 MESES	8.101.852	0	-8.101.852	-100,00%
211020	EMITIDOS IGUAL O SUPERIOR DE 18 MESES	9.116.008	378.680.805	369.564.797	4054,02%
211095	INTERESES CERTIFICADOS DEPÓSITOS DE AHORRO A TÉRMINO	1.741.790.306	1.255.327.501	-486.462.805	-27,93%
2125	DEPÓSITOS DE AHORRO CONTRACTUAL	2.901.224.178	2.905.185.511	3.961.333	0,14%
212505	DEPÓSITOS A CORTO PLAZO - ACTIVAS	1.967.277.628	1.965.058.741	-2.218.887	-0,11%
212510	DEPÓSITOS A CORTO PLAZO - INACTIVAS	789.756.803	673.793.202	-115.963.601	-14,68%
212515	DEPÓSITOS A LARGO PLAZO - ACTIVAS	100.367.280	163.882.585	63.515.305	63,28%
212520	DEPÓSITOS A LARGO PLAZO - INACTIVAS	13.450.152	74.121.916	60.671.764	451,09%
212595	INTERESES DEPÓSITOS DE AHORRO CONTRACTUAL	30.372.317	28.329.067	-2.043.250	-6,73%
23	OBLIGACIONES FINANCIERAS Y OTROS PASIVOS FINANCIEROS	10.099.085.558	4.366.423.485	-5.732.662.073	-56,76%
2305	CRÉDITOS ORDINARIOS CORTO PLAZO	1.539.690	0	-1.539.690	-100,00%
230510	BANCOS COOPERATIVOS	1.536.890	0	-1.536.890	-100,00%
230535	INTERESES CRÉDITOS ORDINARIOS CORTO PLAZO	2.800	0	-2.800	-100,00%
2315	FINAGRO	6.661.008.228	4.366.423.485	-2.294.584.743	-34,45%
231505	CRÉDITOS A CORTO PLAZO	4.394.695.952	2.485.532.845	-1.909.163.107	-43,44%
231510	CRÉDITOS A LARGO PLAZO	2.133.230.701	1.808.535.712	-324.694.989	-15,22%
231595	INTERESES FINAGRO	133.081.575	72.354.928	-60.726.647	-45,63%
2325	BANCOLDEX	3.436.537.640	0	-3.436.537.640	-100,00%
232505	CRÉDITOS A CORTO PLAZO	916.623.424	0	-916.623.424	-100,00%
232510	CRÉDITOS A LARGO PLAZO	2.502.403.197	0	-2.502.403.197	-100,00%
232595	INTERESES BANCOLDEX	17.511.019	0	-17.511.019	-100,00%
24	CUENTAS POR PAGAR Y OTRAS	2.071.589.574	2.254.421.992	182.832.418	8,83%
2410	COSTOS Y GASTOS POR PAGAR	195.393.855	293.016.969	97.623.114	49,96%
241010	SEGUROS	154.074.548	215.040.173	60.965.626	39,57%
241095	OTROS	41.319.307	77.976.796	36.657.489	88,72%
2420	PROVEEDORES	46.471.514	176.056.200	129.584.686	278,85%
242005	NACIONALES	46.471.514	176.056.200	129.584.686	278,85%
2425	CONTRIBUCIONES Y AFILIACIONES	140.956.460	171.538.000	30.581.540	21,70%
242510	FONDO DE GARANTÍAS DE ENTIDADES COOPERATIVAS	140.956.460	171.538.000	30.581.540	21,70%
2430	GRAVAMEN DE LOS MOVIMIENTOS FINANCIEROS	30.972.483	24.607.177	-6.365.306	-20,55%
243005	SOBRE DEPÓSITOS DE AHORRO	30.707.296	24.186.908	-6.520.388	-21,23%
243010	SOBRE CERTIFICADOS DE DEPÓSITOS DE AHORRO A TÉRMINO	109.458	302.800	193.342	176,64%
243015	SOBRE DEPÓSITOS DE AHORRO CONTRACTUAL	155.729	72.299	-83.430	-53,57%
243095	SOBRE OTRAS TRANSACCIONES	0	45.170	45.170	100,00%
2435	RETENCIÓN EN LA FUENTE	67.740.146	45.336.708	-22.403.438	-33,07%
243505	SALARIOS Y PAGOS LABORALES	3.028.324	2.985.000	-43.324	-1,43%
243515	HONORARIOS	11.687.810	16.048.642	4.360.832	37,31%
243520	COMISIONES	428.709	392.780	-35.929	-8,38%
243525	SERVICIOS	6.469.469	4.444.132	-2.025.337	-31,31%
243530	ARRENDAMIENTOS	2.053.357	3.788.866	1.735.509	84,52%
243535	RENDIMIENTOS FINANCIEROS	37.865.225	12.175.182	-25.690.043	-67,85%
243540	COMPRAS	802.088	863.877	61.789	7,70%
243560	IMPUESTO A LAS VENTAS RETENIDO POR CONSIGNAR	480.938	409.708	-71.230	-14,81%
243570	CONTRATOS DE OBRA	0	160.000	160.000	100,00%
243575	RETENCIÓN DE IMPUESTO DE INDUSTRIA Y COMERCIO POR COMPRAS	4.924.226	4.068.521	-855.705	-17,38%
2440	PASIVO POR IMPUESTOS CORRIENTES	194.641.952	149.431.211	-45.210.741	-23,23%
244010	IMPUESTO A LAS VENTAS POR PAGAR	43.995.331	29.559.211	-14.436.121	-32,81%
244015	INDUSTRIA Y COMERCIO	150.646.621	119.872.000	-30.774.621	-20,43%
2445	VALORES POR REINTEGRAR	123.454.080	123.821.215	367.135	0,30%
244510	MAYOR DESCUENTO	621.867	0	-621.867	-100,00%
244595	OTROS	122.832.214	123.821.215	989.002	0,81%
2450	RETENCIONES Y APORTES LABORALES	284.680.455	156.191.618	-128.488.837	-45,13%
245005	APORTES A BIENESTAR PROMOTORAS DE SALUD EPS	29.755.536	28.331.662	-1.423.874	-4,79%
245010	APORTES A BIENESTAR PROMOTORAS DE PENSIÓN	102.068.989	95.954.943	-6.114.046	-5,99%
245015	APORTES A ADMINISTRADORAS DE RIESGOS LABORALES ARL	8.430.940	7.382.800	-1.048.140	-12,43%
245020	APORTES AL ICBF SENA Y CAJAS DE COMPENSACIÓN FAMILIAR	25.875.255	24.220.100	-1.655.155	-6,40%
245025	EMBARGOS JUDICIALES	181.795	302.113	120.318	66,18%
245040	COOPERATIVAS	118.367.941	0	-118.367.941	-100,00%
2460	EXIGIBILIDADES POR SERVICIOS DE RECAUDO	769.196.797	941.288.567	172.091.770	22,37%
246005	SERVICIOS PÚBLICOS MUNICIPALES	168.164.011	149.101.605	-19.062.406	-11,34%
246015	PENSIONES Y MATRICULAS	6.084.347	11.658.880	5.574.533	91,62%
246020	NÓMINAS DE BIENESTAR	117.912.696	13.995.546	-103.917.150	-88,13%
246025	IMPUESTOS	281.425.707	600.276.279	318.850.572	113,30%
246030	CONVENIOS PROGRAMADOS	190.400.379	149.530.650	-40.869.729	-21,47%
246095	OTROS	5.209.658	16.725.607	11.515.949	221,05%
2465	REMANENTES POR PAGAR	197.929.422	173.134.327	-24.795.095	-12,53%
246505	DE APORTES EXASOCIADOS	197.720.715	172.959.137	-24.761.578	-12,52%
246510	DEPÓSITOS EXASOCIADOS	208.707	175.190	-33.517	-16,06%
2470	ESTABLECIMIENTOS AFILIADOS	20.152.410	0	-20.152.410	-100,00%
26	FONDOS SOCIALES Y MUTUALES	758.024.894	649.708.218	-108.316.676	-14,29%
2605	FONDO SOCIAL DE EDUCACIÓN	80.000.000	26.097.041	-53.902.959	-67,38%
2610	FONDO SOCIAL DE SOLIDARIDAD	389.249	3.199.999	2.810.750	722,10%
2648	FONDO SOCIAL PARA OTROS FINES	677.635.645	620.411.178	-57.224.467	-8,44%
27	OTROS PASIVOS	1.650.578.566	1.218.478.084	-432.100.482	-26,18%
2710	OBLIGACIONES LABORALES POR BENEFICIOS A EMPLEADOS	1.345.420.694	931.385.143	-414.035.551	-30,77%
271005	BENEFICIOS A EMPLEADOS A CORTO PLAZO	1.345.420.694	931.385.143	-414.035.551	-30,77%
2720	INGRESOS ANTICIPADOS - DIFERIDOS	270.527.537	141.801.923	-128.725.614	-47,58%
272005	INTERESES	270.527.537	141.801.923	-128.725.614	-47,58%
2725	INGRESOS RECIBIDOS PARA TERCEROS	34.630.335	145.291.018	110.660.683	319,55%
272505	VALORES RECIBIDOS PARA TERCEROS	34.630.335	145.291.018	110.660.683	319,55%
28	PROVISIONES	12.494.887	12.840.000	345.113	2,76%
2820	PROVISIÓN MULTAS SANCIONES LITIGIOS INDEMNIZACIONES Y DEMANDAS	12.494.887	12.840.000	345.113	2,76%
3	PATRIMONIO	-15.254.457.067	77.523.653.251	92.778.110.319	-608,20%
31	CAPITAL SOCIAL	58.324.454.366	57.974.325.400	-350.128.965	-0,60%
3105	APORTES SOCIALES TEMPORALMENTE RESTRINGIDOS	32.161.988.704	29.504.325.400	-2.657.663.303	-8,26%
310505	APORTES ORDINARIOS	32.161.988.704	29.504.325.400	-2.657.663.303	-8,26%
3110	APORTES SOCIALES MÍNIMOS NO REDUCIBLES	26.162.465.662	28.470.000.000	2.307.534.338	8,82%
311005	APORTES ORDINARIOS	24.372.905.563	26.691.552.847	2.318.647.284	9,51%
311010	APORTES AMORTIZADOS	1.789.560.099	1.778.447.153	-11.112.946	-0,62%
32	RESERVAS	11.060.979.386	11.027.880.773	-33.098.613	-0,30%
3205	RESERVA PROTECCIÓN DE APORTES	10.987.753.382	10.955.109.494	-32.643.888	-0,30%
3215	RESERVA DE ASAMBLEA	73.226.003	72.771.279	-454.724	-0,62%
33	FONDOS DE DESTINACIÓN ESPECÍFICA	738.233.571	113.752.763	-624.480.808	-84,59%
3305	FONDO PARA AMORTIZACIÓN DE APORTES	613.115.520	0	-613.115.520	-100,00%
3310	FONDO PARA REVALORIZACIÓN DE APORTES	70.208.533	57.326.627	-12.881.907	-18,35%
3325	FONDO ESPECIAL	23.675.075	24.328.988	653.913	2,76%
3330	FONDO SOCIALES CAPITALIZADOS	30.226.456	31.061.320	834.864	2,76%
3335	FONDOS DE INVERSIÓN	1.007.987	1.035.828	27.841	2,76%
35	EXCEDENTES Y/O PÉRDIDAS DEL EJERCICIO	-89.899.717.619	3.067.921.144	92.967.638.763	-103,41%
3505	EXCEDENTES	-89.899.717.619	0	89.899.717.619	-100,00%
3510	PÉRDIDAS (DB)	0	3.067.921.144	3.067.921.144	100,00%
36	RESULTADOS ACUMULADOS POR ADOPCIÓN POR PRIMERA VEZ	30.018.247	30.847.360	829.113	2,76%
3605	EXCEDENTES	30.018.247	30.847.360	829.113	2,76%
37	OTRO RESULTADO INTEGRAL	4.297.873.775	5.308.925.811	1.011.052.036	23,52%
3705	POR REVALUACIÓN DE PROPIEDAD PLANTA Y EQUIPO Y ACTIVOS INTANGIBLES	4.297.873.775	5.308.925.811	1.011.052.036	23,52%
39	RESULTADOS DE EJERCICIOS ANTERIORES	193.701.208	0	-193.701.208	-100,00%
3905	EXCEDENTES	193.701.208	0	-193.701.208	-100,00%
4	INGRESOS	22.520.236.151	23.580.582.826	1.060.346.675	4,71%
41	INGRESOS POR VENTA DE BIENES Y SERVICIOS	18.927.653.453	17.176.678.215	-1.750.975.238	-9,25%
4150	INGRESOS CARTERA DE CRÉDITOS	19.754.584.655	17.401.915.647	-2.352.669.008	-11,91%
415005	INTERESES DE CRÉDITOS COMERCIALES	2.780.176.644	2.068.835.193	-711.341.451	-25,59%
415010	INTERESES DE CRÉDITOS CONSUMO	6.603.308.587	6.071.154.725	-532.153.862	-8,06%
415015	INTERESES DE CRÉDITOS VIVIENDA	0	209.611.690	209.611.690	100,00%
415025	INTERESES DE MICROCRÉDITO EMPRESARIAL	2.454.203.744	1.893.062.480	-561.141.264	-22,86%
415035	INTERESES MORATORIOS CARTERA COMERCIAL	183.363.338	23.076.916	-160.286.422	-87,41%
415040	INTERESES MORATORIOS CARTERA CONSUMO	572.777.298	73.514.805	-499.262.493	-87,17%
415045	INTERESES MORATORIOS CARTERA VIVIENDA	0	1.338.223	1.338.223	100,00%
415055	INTERESES MORATORIOS CARTERA MICROCRÉDITO EMPRESARIAL	524.606.112	114.653.102	-409.953.010	-78,14%
415065	INTERESES DE CRÉDITOS PRODUCTIVOS	6.571.431.071	6.872.044.652	300.613.581	4,57%
415070	INTERESES MORATORIOS CARTERA CRÉDITOS PRODUCTIVOS	64.717.861	74.623.861	9.906.000	15,31%
4175	DEVOLUCIONES REBAJAS Y DESCUENTOS EN VENTAS (DB)	-826.931.202	-225.237.432	601.693.770	-72,76%
42	OTROS INGRESOS	3.592.582.698	6.403.904.611	2.811.321.913	78,25%
